ITEM_NAME,SKU,CUR_PRICE,MIN_UPBID,MINUTES_LEFT,START_DATE,END_DATE,NUM_BIDS,HIGHEST_BIDR,ITEM_TYPE,LIST_DAY,LIST_MONTH,MINUTES_SINCE,DAYS_SINCE,DATE_OBS,ID
Ladies Focus Quartz Wrist Watch,224906F,2.74,4.49,13,2021-01-08,2021-01-15,2,Bradstor,Jewelry,Friday,January,10067,0,2021-01-15,312
Lot of (6) VesAudiovox Bluetooth Car Headphones ,224526B,21.78,23.53,21,2021-01-08,2021-01-15,12,Dr.Voltaic,Technology,Friday,January,10059,0,2021-01-15,311
Mx Onda Quartz Wrist Watch,222734F,9.75,11.5,13,2021-01-08,2021-01-15,6,MarBran,Jewelry,Friday,January,10067,0,2021-01-15,310
No BoundsBlackweb Bluetooth Speakers,226784B,15.0,16.75,14,2021-01-08,2021-01-15,6,Gilesw,Technology,Friday,January,10066,0,2021-01-15,324
Philips TV RemoteSamsung TV Remotes,226788B,4.54,6.29,25,2021-01-08,2021-01-15,4,RAYMORAND,Technology,Friday,January,10055,0,2021-01-15,325
PolkAudio RM705 Home Theatre Sound System (New) ,227007B,128.73,130.48,10,2021-01-08,2021-01-15,49,Technosysinc,Technology,Friday,January,10070,0,2021-01-15,327
"Sharp Scientific Calculator, Green Dragon ScaleLapis Bard Wallet",226753B,25.75,27.5,11,2021-01-08,2021-01-15,15,tonypasceri@gmail.com,Technology,Friday,January,10069,0,2021-01-15,322
Timex Expedition Analog Wrist Watch,226057F,12.75,14.5,2,2021-01-08,2021-01-15,8,emie123,Jewelry,Friday,January,10078,0,2021-01-15,316
Vsonic TV Remote Controller and Audio/Visual Cable,226783B,0.99,2.74,8,2021-01-08,2021-01-15,1,SBarakah,Technology,Friday,January,10072,0,2021-01-15,323
(4) Assorted Nintendo DS Video Games,225806B,35.25,37.0,3,2021-01-09,2021-01-16,13,IanC,Technology,Saturday,January,10077,0,2021-01-16,339
(8) Nintendo Game Boy Advance Assorted Game Cartridges,225864B,53.75,55.5,16,2021-01-09,2021-01-16,23,siolekm,Technology,Saturday,January,10064,0,2021-01-16,343
10K Yellow GoldSynthetic Sapphire Ring,223314F,70.75,72.5,24,2021-01-09,2021-01-16,17,GBrisco,Jewelry,Saturday,January,10056,0,2021-01-16,333
15.6 Toshiba Satellite Laptop with AC Adapter ,226697B,151.75,153.5,10,2021-01-09,2021-01-16,64,Abdirahim,Technology,Saturday,January,10070,0,2021-01-16,351
16GB Apple iPad Mini White (New) ,227008B,351.75,353.5,9,2021-01-09,2021-01-16,31,Goldwater,Technology,Saturday,January,10071,0,2021-01-16,358
ASUS C434T Chromebook Laptop 14 with Case,226892B,331.75,333.5,12,2021-01-09,2021-01-16,71,nobagel,Technology,Saturday,January,10068,0,2021-01-16,357
Altec Lansing The Jacket H2O Waterproof Bluetooth Speaker (New) ,225946B,63.75,65.5,6,2021-01-09,2021-01-16,17,Zalmania631,Technology,Saturday,January,10074,0,2021-01-16,346
Amazon Kindle Paperwhite e-Reader ,226707B,60.01,61.76,1,2021-01-09,2021-01-16,31,stelutzu,Technology,Saturday,January,10079,0,2021-01-16,353
Corsair RDA0001 Wired Gaming Headphones,226781B,26.75,28.5,19,2021-01-09,2021-01-16,15,gader,Technology,Saturday,January,10061,0,2021-01-16,355
Dell Latitude E7240 Ultrabook PC,226699B,116.76,118.51,19,2021-01-09,2021-01-16,31,SBarakah,Technology,Saturday,January,10061,0,2021-01-16,352
Gold Tone Fashion Ring Band,219203F,22.75,24.5,9,2021-01-09,2021-01-16,15,Baldwin,Jewelry,Saturday,January,10071,0,2021-01-16,331
Guess Woman Fashion Wrist Watch,217259F,17.0,18.75,26,2021-01-09,2021-01-16,13,Toplesssky,Jewelry,Saturday,January,10054,0,2021-01-16,329
Humminbird Piranha Max 170 PMAX170 Fish Finder Head Only,225860B,0.99,2.74,18,2021-01-09,2021-01-16,1,Dr.Voltaic,Technology,Saturday,January,10062,0,2021-01-16,342
Ignite AT8400 TV Rogers Remote Control,226596B,0.99,2.74,15,2021-01-09,2021-01-16,1,patseven,Technology,Saturday,January,10065,0,2021-01-16,350
Jazz HDV155 HD Video Recorder ,225851B,46.75,48.5,16,2021-01-09,2021-01-16,14,eatthekale,Technology,Saturday,January,10064,0,2021-01-16,341
LG BP330 DVD/Blu-Ray Player With Wifi,225354B,23.51,25.26,25,2021-01-09,2021-01-16,11,SBarakah,Technology,Saturday,January,10055,0,2021-01-16,337
Ladies Cote dAzur Quartz Wrist Watch,218399F,4.75,6.5,11,2021-01-09,2021-01-16,4,Bradstor,Jewelry,Saturday,January,10069,0,2021-01-16,330
Ladies Sun Flame Fashion Wrist Watch,223934F,2.74,4.49,13,2021-01-09,2021-01-16,2,dawsonm02,Jewelry,Saturday,January,10067,0,2021-01-16,335
Ladies Timex Wrist Watch,223349F,2.74,4.49,11,2021-01-09,2021-01-16,2,johnsx,Jewelry,Saturday,January,10069,0,2021-01-16,334
Logitech X3B12 Cordless Precision Game Controller for XBOX,224065B,0.99,2.74,7,2021-01-09,2021-01-16,1,patseven,Technology,Saturday,January,10073,0,2021-01-16,336
Lot of (2) Assorted Speakers/ Ultimate Ears/Bose,225849B,46.75,48.5,0,2021-01-09,2021-01-16,20,pecleonor11,Technology,Saturday,January,10080,0,2021-01-16,340
MonoPod Selfie StickBluetooth Remote Shutter (New),214551B,7.04,8.79,5,2021-01-09,2021-01-16,5,jengreen,Technology,Saturday,January,10075,0,2021-01-16,328
PS4 Rainbos X Siege Video GameHell On Wheels Blu-Ray Disc Movie ,226738B,0.99,2.74,24,2021-01-09,2021-01-16,1,Dr.Voltaic,Technology,Saturday,January,10056,0,2021-01-16,354
Pair of Cobra MicroTalk Walkie Talkies,226001B,19.0,20.75,21,2021-01-09,2021-01-16,14,AK8,Technology,Saturday,January,10059,0,2021-01-16,347
Quartz Analog Fashion Wrist Watch,226105F,6.75,8.5,2,2021-01-09,2021-01-16,6,on2020,Jewelry,Saturday,January,10078,0,2021-01-16,348
Royal Sovereign Electric Money Counter with UV Counterfeit Detector,227032B,31.75,33.5,17,2021-01-09,2021-01-16,13,Givethanks,Technology,Saturday,January,10063,0,2021-01-16,359
Sony DSC-W310 12.1MP Cyber Shot Digital Camera ,226785B,25.0,26.75,15,2021-01-09,2021-01-16,9,LocalManYellsAtCloud,Technology,Saturday,January,10065,0,2021-01-16,356
TomTom One Portable GPS Navigator,225870B,6.75,8.5,4,2021-01-09,2021-01-16,5,204restor,Technology,Saturday,January,10076,0,2021-01-16,344
TomTom One XL Portable GPS Navigator,219563B,19.0,20.75,0,2021-01-09,2021-01-16,12,rich.jackie@xplornet.com,Technology,Saturday,January,10080,0,2021-01-16,332
Vantec EZ Swap F4 Four Bay 2.5 SATA SSD/HDD Removable Rack (New),225430B,16.75,18.5,10,2021-01-09,2021-01-16,8,pa57,Technology,Saturday,January,10070,0,2021-01-16,338
Vivitar VFit Pro Bluetooth Activity Tracker (New) ,225943B,8.76,10.51,22,2021-01-09,2021-01-16,7,DSLMTL6380,Technology,Saturday,January,10058,0,2021-01-16,345
Xbox 360 Game Console: 120GB (Black),226585B,41.75,43.5,11,2021-01-09,2021-01-16,14,GBrisco,Technology,Saturday,January,10069,0,2021-01-16,349
(4) Nintendo DS Assorted Video Games,225798B,6.74,8.49,24,2021-01-10,2021-01-17,3,siolekm,Technology,Sunday,January,10056,0,2021-01-17,362
16GB Apple iPhone 5s Smartphone Gold (Carrier Unknown) ,226086B,12.75,14.5,18,2021-01-10,2021-01-17,9,Baldwin,Technology,Sunday,January,10062,0,2021-01-17,363
Over Ear Wired Headphones,226777B,15.0,16.75,16,2021-01-10,2021-01-17,11,GBrisco,Technology,Sunday,January,10064,0,2021-01-17,364
Pandora 925 Silver Entwined Hearts Charm,219706F,41.75,43.5,15,2021-01-10,2021-01-17,23,DONEETA,Jewelry,Sunday,January,10065,0,2021-01-17,360
TurboTax CD/Download Tax Return SoftwareNorton Antivirus Software,224473B,15.0,16.75,3,2021-01-10,2021-01-17,9,rupeshwar,Technology,Sunday,January,10077,0,2021-01-17,361
14K Yellow Gold Diamond Ring,223479F,500.0,501.75,10,2021-01-11,2021-01-18,33,jawadnasiri,Jewelry,Monday,January,10070,0,2021-01-18,370
8 Tanzanite Tennis Bracelet in 925 Silver,223970F,526.75,528.5,10,2021-01-11,2021-01-18,96,Toplesssky,Jewelry,Monday,January,10070,0,2021-01-18,371
Harley-Davidson Fat Boy PinGrim Reaper Keychain,225896F,6.75,8.5,20,2021-01-11,2021-01-18,4,RockHunter70,Jewelry,Monday,January,10060,0,2021-01-18,372
JBL Wireless Bluetooth Headphones,226776B,62.05,63.8,9,2021-01-11,2021-01-18,20,Toplesssky,Technology,Monday,January,10071,0,2021-01-18,373
Ladies Kate Spade Wrist Watch,215538F,39.75,41.5,8,2021-01-11,2021-01-18,21,Biancam77,Jewelry,Monday,January,10072,0,2021-01-18,366
Mens Hugo Boss Stainless Steel Wrist Watch,222999F,81.75,83.5,5,2021-01-11,2021-01-18,29,Biancam77,Jewelry,Monday,January,10075,0,2021-01-18,369
Property Bag Assorted Fashion Jewelry/Items,220795F,21.75,23.5,11,2021-01-11,2021-01-18,8,RAYMORAND,Jewelry,Monday,January,10069,0,2021-01-18,368
Property Bag Assorted Fashion Jewelry/Items,162055F,20.84,22.59,11,2021-01-11,2021-01-18,13,pisonaso,Jewelry,Monday,January,10069,0,2021-01-18,365
Van Dell 1/20 12K Gold Filled Necklace with Synthetic Stones,219702F,47.75,49.5,0,2021-01-11,2021-01-18,18,ChristianGM,Jewelry,Monday,January,10080,0,2021-01-18,367
32GB Apple iPhone 6s Smartphone Gold (Carrier Fido) ,226085B,80.0,81.75,14,2021-01-12,2021-01-19,28,Goldwater,Technology,Tuesday,January,10066,0,2021-01-19,378
Ladies Gerard Donne Quartz Wrist Watch,225282F,2.74,4.49,4,2021-01-12,2021-01-19,2,McCormack89,Jewelry,Tuesday,January,10076,0,2021-01-19,377
Ladies Silver-Tone Double Row Crystal Fashion Ring,219849F,7.74,9.49,22,2021-01-12,2021-01-19,5,johnnyq,Jewelry,Tuesday,January,10058,0,2021-01-19,375
Mens Pulsar Chronograph Wrist Watch,222998F,51.75,53.5,11,2021-01-12,2021-01-19,23,Goldwater,Jewelry,Tuesday,January,10069,0,2021-01-19,376
On-Ear Wired Headphones ,226779B,7.75,9.5,11,2021-01-12,2021-01-19,5,Goldwater,Technology,Tuesday,January,10069,0,2021-01-19,379
Property Bag Assorted Fashion Jewelry/Items,219144F,38.75,40.5,18,2021-01-12,2021-01-19,16,PetNe,Jewelry,Tuesday,January,10062,0,2021-01-19,374
10K White Gold Puffed Heart Necklace ,219850F,226.75,228.5,21,2021-01-13,2021-01-20,42,ww2nick,Jewelry,Wednesday,January,10059,0,2021-01-20,382
925 Silver AmethystDiamond Ring,223440F,56.75,58.5,14,2021-01-13,2021-01-20,23,thefabattic,Jewelry,Wednesday,January,10066,0,2021-01-20,385
Ibanez Troubadour T80-N Guitar Amplifier,227005B,131.75,133.5,2,2021-01-13,2021-01-20,27,Jay26,Technology,Wednesday,January,10078,0,2021-01-20,388
Lot of (3) Assorted Watches (For Repairs/Parts),224105F,0.99,2.74,17,2021-01-13,2021-01-20,1,RAYMORAND,Jewelry,Wednesday,January,10063,0,2021-01-20,386
Mappins 14KT Yellow Gold Wrist Watch ,222135F,526.75,528.5,7,2021-01-13,2021-01-20,41,Goldwater,Jewelry,Wednesday,January,10073,0,2021-01-20,383
Mens Longbo Fashion Wrist Watch,215531F,11.75,13.5,22,2021-01-13,2021-01-20,7,GBrisco,Jewelry,Wednesday,January,10058,0,2021-01-20,380
Property Bag Assorted Fashion Jewelry/Items,223421F,19.74,21.49,4,2021-01-13,2021-01-20,13,McCormack89,Jewelry,Wednesday,January,10076,0,2021-01-20,384
Property Bag Assorted Fashion Jewelry/Items,219071F,51.75,53.5,15,2021-01-13,2021-01-20,25,Bradstor,Jewelry,Wednesday,January,10065,0,2021-01-20,381
Skullcandy Uproar Wireless Bluetooth Headphones ,226778B,26.75,28.5,3,2021-01-13,2021-01-20,12,Clivor,Technology,Wednesday,January,10077,0,2021-01-20,387
16GB Apple iPhone SE Smartphone Space Gray (Carrier Unknown) ,226083B,28.25,30.0,14,2021-01-14,2021-01-21,18,Baldwin,Technology,Thursday,January,10066,0,2021-01-21,392
5- Button Atlas Rogers Remote Control,226581B,2.75,4.5,17,2021-01-14,2021-01-21,3,schlotzy,Technology,Thursday,January,10063,0,2021-01-21,393
925 Silver Ring: SapphireCubic Zirconia,219760F,56.75,58.5,21,2021-01-14,2021-01-21,26,Bradstor,Jewelry,Thursday,January,10059,0,2021-01-21,391
Apple MacBook Pro: 13-Inch 2017 (A1708),227501B,661.75,663.5,7,2021-01-14,2021-01-21,80,PeterLue,Technology,Thursday,January,10073,0,2021-01-21,395
On-Ear Wired Headphones ,226780B,6.75,8.5,3,2021-01-14,2021-01-21,3,SBarakah,Technology,Thursday,January,10077,0,2021-01-21,394
Property Bag Assorted Fashion Jewelry/Items,219103F,26.75,28.5,17,2021-01-14,2021-01-21,11,MBL,Jewelry,Thursday,January,10063,0,2021-01-21,390
Seiko Wrist Watch,215539F,39.75,41.5,9,2021-01-14,2021-01-21,16,davedoobay,Jewelry,Thursday,January,10071,0,2021-01-21,389
13 Acer Chromebook R11 Laptop,226696B,61.74,63.49,13,2021-01-15,2021-01-22,18,adiramag,Technology,Friday,January,10067,0,2021-01-22,407
Apple A1082 23 Cinema HD Display Monitor,227735B,39.76,41.51,5,2021-01-15,2021-01-22,21,Without.r,Technology,Friday,January,10075,0,2021-01-22,410
Apple A1082 23 Cinema HD Display Monitor (For Repair/Needs Parts),227736B,33.74,35.49,17,2021-01-15,2021-01-22,11,Without.r,Technology,Friday,January,10063,0,2021-01-22,411
Beats Solo 3 Wireless Headphones,225249B,64.75,66.5,13,2021-01-15,2021-01-22,39,AP1966,Technology,Friday,January,10067,0,2021-01-22,406
Bluedio Wireless Earphones with Charging Case,225213B,28.75,30.5,6,2021-01-15,2021-01-22,13,emie123,Technology,Friday,January,10074,0,2021-01-22,401
Bluehive 2-Port 10000mAh Power Bank,225202B,15.26,17.01,9,2021-01-15,2021-01-22,9,marciano400,Technology,Friday,January,10071,0,2021-01-22,400
Coors Light Bluetooth Speaker,225247B,0.99,2.74,17,2021-01-15,2021-01-22,1,rohanharipal,Technology,Friday,January,10063,0,2021-01-22,405
HP Photosmart 620 2.1MP Digital Camera,226714B,17.74,19.49,22,2021-01-15,2021-01-22,8,Bunner,Technology,Friday,January,10058,0,2021-01-22,409
Lenovo ThinkPad X140e PC Notebook Laptop (No OS),226701B,151.75,153.5,3,2021-01-15,2021-01-22,38,Igrek,Technology,Friday,January,10077,0,2021-01-22,408
Lot of (3) Assorted Nintendo DS Game Cards with Case,225244B,71.75,73.5,25,2021-01-15,2021-01-22,20,siolekm,Technology,Friday,January,10055,0,2021-01-22,403
Lot of (4) Assorted Nintendo DS Game Cartridges,225245B,91.75,93.5,20,2021-01-15,2021-01-22,36,Goldwater,Technology,Friday,January,10060,0,2021-01-22,404
Mens Michael Kors MK-8152 Wrist Watch,223506F,35.0,36.75,19,2021-01-15,2021-01-22,20,Pellochile,Jewelry,Friday,January,10061,0,2021-01-22,399
Mophie 2500mAh Mini Power Bank,225237B,6.84,8.59,10,2021-01-15,2021-01-22,5,Skyroder,Technology,Friday,January,10070,0,2021-01-22,402
Property Bag Assorted Fashion Jewelry/Items,219228F,27.74,29.49,1,2021-01-15,2021-01-22,12,sweetheartofmtl,Jewelry,Friday,January,10079,0,2021-01-22,398
Property Bag Assorted Fashion Jewelry/Items,219154F,9.74,11.49,21,2021-01-15,2021-01-22,5,Yuuuuup,Jewelry,Friday,January,10059,0,2021-01-22,397
WWII Era Canadian Voluntary Service Medal,213042F,81.75,83.5,7,2021-01-15,2021-01-22,32,Goldwater,Jewelry,Friday,January,10073,0,2021-01-22,396
(1) Brother DR-520 Drum Unit(1) Brother TN-580 Toner Cartridge ,226560B,14.53,16.28,26,2021-01-16,2021-01-23,7,Goldwater,Technology,Saturday,January,10054,0,2021-01-23,418
(8) HP 38 and (4) Printer Cartridges,226577B,0.99,2.74,4,2021-01-16,2021-01-23,1,SBarakah,Technology,Saturday,January,10076,0,2021-01-23,419
14 Samsung NP-QX411L PC Laptop ,225858B,126.75,128.5,1,2021-01-16,2021-01-23,32,georgefromba,Technology,Saturday,January,10079,0,2021-01-23,416
16GB Apple iPhone 5s Smartphone Silver (Carrier Unknown) ,226082B,51.75,53.5,7,2021-01-16,2021-01-23,11,IanC,Technology,Saturday,January,10073,0,2021-01-23,417
Apple MacBook Air A1466 Intel Core i5 13.3 Laptop,227745B,512.75,514.5,15,2021-01-16,2021-01-23,60,Biancam77,Technology,Saturday,January,10065,0,2021-01-23,424
Dell E-Port Replicator and Dell AC/DC adapter,224176B,7.75,9.5,6,2021-01-16,2021-01-23,6,Naturehasit,Technology,Saturday,January,10074,0,2021-01-23,414
Hipstreet 8GB MicroSDHC Memory Card,154921B,7.76,9.51,10,2021-01-16,2021-01-23,5,BrianA36,Technology,Saturday,January,10070,0,2021-01-23,412
LightPad 930 LX LED Illuminated ArtCraft Light Box (New) ,227382B,61.75,63.5,24,2021-01-16,2021-01-23,19,adiramag,Technology,Saturday,January,10056,0,2021-01-23,423
Lot of Assorted Used HDMI cables: Geek Squad Cable/AVM Cable/more,226616B,12.22,13.97,16,2021-01-16,2021-01-23,6,pa57,Technology,Saturday,January,10064,0,2021-01-23,421
Motorola Surfboard SB5100 Cable Modem,226588B,0.99,2.74,14,2021-01-16,2021-01-23,1,sweetheartofmtl,Technology,Saturday,January,10066,0,2021-01-23,420
PS4 Kingdom Hearts Final Chapter Video Game,227228B,7.5,9.25,21,2021-01-16,2021-01-23,6,Echia,Technology,Saturday,January,10059,0,2021-01-23,422
Property Bag Assorted Fashion Jewelry/Items,219160F,31.75,33.5,8,2021-01-16,2021-01-23,16,sweetheartofmtl,Jewelry,Saturday,January,10072,0,2021-01-23,413
VR Shinecon 3D VR Headset Virtual Reality Glasses,225139B,26.75,28.5,17,2021-01-16,2021-01-23,8,sweetheartofmtl,Technology,Saturday,January,10063,0,2021-01-23,415
10KT Yellow Gold Ring Setting,223391F,101.75,103.5,6,2021-01-17,2021-01-24,26,alexamelie,Jewelry,Sunday,January,10074,0,2021-01-24,432
14-18K Yellow Gold Multi-Gemstone Brooch,223342F,460.75,462.5,14,2021-01-17,2021-01-24,28,Goldwater,Jewelry,Sunday,January,10066,0,2021-01-24,429
15.5 18K Yellow Gold Snake Chain (For Scrap Gold Value),223351F,201.75,203.5,25,2021-01-17,2021-01-24,37,Goldwater,Jewelry,Sunday,January,10055,0,2021-01-24,430
20 10K Yellow Gold Wheat Chain (For Repair or Scrap Gold Value),223357F,151.75,153.5,27,2021-01-17,2021-01-24,24,Yuuuuup,Jewelry,Sunday,January,10053,0,2021-01-24,431
32 14K YellowWhite Gold Rosary Necklace,219136F,800.75,802.5,17,2021-01-17,2021-01-24,59,Biancam77,Jewelry,Sunday,January,10063,0,2021-01-24,427
Fossil Chronograph Wrist Watch,224386F,42.75,44.5,14,2021-01-17,2021-01-24,16,Pellochile,Jewelry,Sunday,January,10066,0,2021-01-24,434
Harley-Davidson PinGrim Reaper Ride Bell,225902F,9.75,11.5,2,2021-01-17,2021-01-24,5,ARBIT,Jewelry,Sunday,January,10078,0,2021-01-24,437
Harley-Davidson by Bulova Wrist Watch,225895F,116.75,118.5,32,2021-01-17,2021-01-24,23,Ironhammer,Jewelry,Sunday,January,10048,0,2021-01-24,436
Mens G-Shock G-9200 Riseman Alti- Baro Casio Watch,224381F,101.75,103.5,21,2021-01-17,2021-01-24,33,Bradstor,Jewelry,Sunday,January,10059,0,2021-01-24,433
Mens Timex T3C061 Chronograph Titanium Watch,224390F,104.75,106.5,13,2021-01-17,2021-01-24,19,ADadzie,Jewelry,Sunday,January,10067,0,2021-01-24,435
Middle Atlantic PD-915R-PL Rackmount 15A 9-Outlet Power Center,223301B,36.75,38.5,10,2021-01-17,2021-01-24,20,Nexient,Technology,Sunday,January,10070,0,2021-01-24,428
MonoPod Selfie StickBluetooth Remote Shutter (New),214543B,7.04,8.79,23,2021-01-17,2021-01-24,4,RAYMORAND,Technology,Sunday,January,10057,0,2021-01-24,426
Property Bag Assorted Fashion Jewelry/Items,162083F,76.75,78.5,1,2021-01-17,2021-01-24,25,sweetheartofmtl,Jewelry,Sunday,January,10079,0,2021-01-24,425
13GB Apple iPhone 5 Smartphone Silver (Carrier Unknown) ,226081B,51.75,53.5,3,2021-01-18,2021-01-25,13,IanC,Technology,Monday,January,10077,0,2021-01-25,439
Lot of Assorted Cables: Dish Network Cable/5 Color Cable/more,226619B,0.99,2.74,7,2021-01-18,2021-01-25,1,RAYMORAND,Technology,Monday,January,10073,0,2021-01-25,440
Property Bag Assorted Fashion Jewelry/Items,219159F,6.75,8.5,2,2021-01-18,2021-01-25,3,RAYMORAND,Jewelry,Monday,January,10078,0,2021-01-25,438
8 925 SilverSmoky Quartz Tennis Bracelet,220660F,301.75,303.5,22,2021-01-19,2021-01-26,37,RCox,Jewelry,Tuesday,January,10058,0,2021-01-26,443
925 Silver Necklace w/ Genuine SapphireCZ Pendant,219756F,101.75,103.5,6,2021-01-19,2021-01-26,18,Gilesw,Jewelry,Tuesday,January,10074,0,2021-01-26,442
925 SilverGreen Amethyst Stud Earrings,223362F,11.74,13.49,25,2021-01-19,2021-01-26,7,sweetheartofmtl,Jewelry,Tuesday,January,10055,0,2021-01-26,444
Mens Guess Faux Leather Overflap Laptop Bag,226056B,23.75,25.5,14,2021-01-19,2021-01-26,8,SBarakah,Technology,Tuesday,January,10066,0,2021-01-26,446
Property Bag Assorted Fashion Jewelry/Items,176119F,51.75,53.5,1,2021-01-19,2021-01-26,22,sweetheartofmtl,Jewelry,Tuesday,January,10079,0,2021-01-26,441
Property Bag Assorted Fashion Jewelry/Items,223459F,7.04,8.79,18,2021-01-19,2021-01-26,5,tonypasceri@gmail.com,Jewelry,Tuesday,January,10062,0,2021-01-26,445
64GB Apple iPhone 6 Smartphone Silver (Carrier Mobilicity) ,226080B,85.51,87.26,8,2021-01-20,2021-01-27,25,stelutzu,Technology,Wednesday,January,10072,0,2021-01-27,451
Apple 17 MacBook Pro: For Parts,227505B,75.0,76.75,11,2021-01-20,2021-01-27,22,suppermario,Technology,Wednesday,January,10069,0,2021-01-27,459
Linksys WRT546 Wireless-G Broadband Router ,226613B,9.08,10.83,13,2021-01-20,2021-01-27,6,krampey,Technology,Wednesday,January,10067,0,2021-01-27,455
Lot of (3) Assorted Keyboards ,226561B,11.75,13.5,17,2021-01-20,2021-01-27,9,tski222,Technology,Wednesday,January,10063,0,2021-01-27,452
Lot of(2) Assorted Mice: Logitech G5 and Microsoft Wireless Mouse ,226589B,9.5,11.25,9,2021-01-20,2021-01-27,7,RAYMORAND,Technology,Wednesday,January,10071,0,2021-01-27,454
Miniso BST-K2D 10000 mAh Power Bank ,225535B,8.75,10.5,25,2021-01-20,2021-01-27,5,FiveO,Technology,Wednesday,January,10055,0,2021-01-27,448
PS3 Madden NFL 13 Game,227006B,0.99,2.74,21,2021-01-20,2021-01-27,1,Dr.Voltaic,Technology,Wednesday,January,10059,0,2021-01-27,457
PeriPage A6 Mini Pocket Printer,226715B,21.75,23.5,5,2021-01-20,2021-01-27,8,SMiller,Technology,Wednesday,January,10075,0,2021-01-27,456
Property Bag Assorted Fashion Jewelry/Items,223462F,6.75,8.5,43,2021-01-20,2021-01-27,4,Gppinder,Jewelry,Wednesday,January,10037,0,2021-01-27,447
Samsung SyncMaster 172N 17 Computer Monitor with Desk Mount Arm,226583B,16.75,18.5,2,2021-01-20,2021-01-27,5,FreeMan2015,Technology,Wednesday,January,10078,0,2021-01-27,453
Sony SRF-18 FM/AM Radio,227355B,25.01,26.76,24,2021-01-20,2021-01-27,17,Ernest.Dunphy,Technology,Wednesday,January,10056,0,2021-01-27,458
Suns A100 10000mAh Power Bank ,225539B,6.75,8.5,37,2021-01-20,2021-01-27,6,RAYMORAND,Technology,Wednesday,January,10043,0,2021-01-27,449
Targus All Essentials Overflap Laptop Bag,225923B,11.75,13.5,10,2021-01-20,2021-01-27,8,CSenior,Technology,Wednesday,January,10070,0,2021-01-27,450
16GB Apple iPad Mini White (New) ,227008B,321.75,323.5,16,2021-01-21,2021-01-28,28,henry9423,Technology,Thursday,January,10064,0,2021-01-28,467
32GB Apple iPhone 6s Smartphone Gold (Carrier Fido) ,226085B,37.75,39.5,26,2021-01-21,2021-01-28,17,Canada70,Technology,Thursday,January,10054,0,2021-01-28,465
5GB Apple iPhone 5c Smartphone White (Carrier Mobilicity) ,226079B,34.75,36.5,30,2021-01-21,2021-01-28,9,Baldwin,Technology,Thursday,January,10050,0,2021-01-28,464
925 Silver Earrings: Genuine Blue SapphireCubic Zirconia,219753F,53.5,55.25,27,2021-01-21,2021-01-28,21,GIBBSB,Jewelry,Thursday,January,10053,0,2021-01-28,460
Mens Fossil Chronograph Wrist Watch,223933F,36.75,38.5,17,2021-01-21,2021-01-28,17,IFish,Jewelry,Thursday,January,10063,0,2021-01-28,463
Mens Pulsar Chronograph Wrist Watch,222998F,26.75,28.5,6,2021-01-21,2021-01-28,9,IFish,Jewelry,Thursday,January,10074,0,2021-01-28,461
On-Ear Wired Headphones ,226779B,3.98,5.73,23,2021-01-21,2021-01-28,3,SkoMojo,Technology,Thursday,January,10057,0,2021-01-28,466
Property Bag Assorted Fashion Jewelry/Items,223425F,26.75,28.5,17,2021-01-21,2021-01-28,8,blankidonothave1,Jewelry,Thursday,January,10063,0,2021-01-28,462
10K Yellow GoldDiamond Claddagh Ring,212174F,341.75,343.5,16,2021-01-22,2021-01-29,53,ChristianGM,Jewelry,Friday,January,10064,0,2021-01-29,468
17 Sony Vaio Laptop Bag,225770B,0.99,2.74,23,2021-01-22,2021-01-29,1,patseven,Technology,Friday,January,10057,0,2021-01-29,477
18K Yellow Gold Diamond Eternity Band ,212351F,501.75,503.5,11,2021-01-22,2021-01-29,29,littlemyron,Jewelry,Friday,January,10069,0,2021-01-29,469
60GB Apple iPhone 5 Smartphone Black (Carrier Unknown),226078B,31.75,33.5,7,2021-01-22,2021-01-29,10,Canada70,Technology,Friday,January,10073,0,2021-01-29,478
Apple Airpods Charging Case,222455B,25.0,26.75,20,2021-01-22,2021-01-29,11,on2020,Technology,Friday,January,10060,0,2021-01-29,473
Gold-Plated PearlDiamond Ring,219698F,51.0,52.75,5,2021-01-22,2021-01-29,11,Cathy21,Jewelry,Friday,January,10075,0,2021-01-29,470
Lenovo Thinkpad Portable External DVD Writer,224927B,18.6,20.35,13,2021-01-22,2021-01-29,12,patseven,Technology,Friday,January,10067,0,2021-01-29,476
Mappins 14KT Yellow Gold Wrist Watch ,222135F,301.75,303.5,9,2021-01-22,2021-01-29,31,cheapskates,Jewelry,Friday,January,10071,0,2021-01-29,472
Property Bag Assorted Fashion Jewelry/Items,223460F,26.75,28.5,0,2021-01-22,2021-01-29,11,tonypasceri@gmail.com,Jewelry,Friday,January,10080,0,2021-01-29,475
Property Bag Assorted Fashion Jewelry/Items,223367F,28.75,30.5,8,2021-01-22,2021-01-29,13,tonypasceri@gmail.com,Jewelry,Friday,January,10072,0,2021-01-29,474
SilverCameo Pendant,219723F,64.75,66.5,23,2021-01-22,2021-01-29,23,IFish,Jewelry,Friday,January,10057,0,2021-01-29,471
(2) Assorted Otter Box Cases: iPhone 7/8iPhone 11 Pro,228115B,21.75,23.5,23,2021-01-23,2021-01-30,12,violento,Technology,Saturday,January,10057,0,2021-01-30,496
